pid,meta_class,meta_town_code,meta_nbhd,meta_certified_est_bldg,meta_certified_est_land,meta_cdu,meta_deed_type,char_hd_sf,char_age,char_apts,char_ext_wall,char_roof_cnst,char_rooms,char_beds,char_bsmt,char_bsmt_fin,char_heat,char_oheat,char_air,char_frpl,char_attic_type,char_fbath,char_hbath,char_tp_plan,char_tp_dsgn,char_cnst_qlty,char_site,char_gar1_size,char_gar1_cnst,char_gar1_att,char_gar1_area,char_ot_impr,char_bldg_sf,char_repair_cnd,char_use,char_type_resd,char_attic_fnsh,char_renovation,char_porch,geo_property_city,geo_property_zip,geo_tract_pop,geo_white_perc,geo_black_perc,geo_asian_perc,geo_his_perc,geo_other_perc,geo_fips,geo_municipality,geo_ohare_noise,geo_floodplain,geo_fs_flood_factor,geo_fs_flood_risk_direction,geo_withinmr100,geo_withinmr101300,geo_school_elem_district,geo_school_hs_district,econ_tax_rate,econ_midincome,ind_large_home,ind_garage,ind_arms_length
59,207,70,70070,191710,54570,NA,W,4961,21,NA,1,1,6,3,1,3,1,5,1,0,3,2,1,2,2,2,2,3,1,2,2,0,1420,2,1,2,NA,NA,NA,CHICAGO,60637,4390,0.02596810933940774,0.9387243735763098,0.00341685649202733,0.01480637813211845,0.02938496583143508,14000,Chicago,0,0,1,0,0,0,WADSWORTH,HYDE PARK HS,6.88386464826358,49091,FALSE,TRUE,TRUE
60,204,19,19060,353560,144930,NA,T,25206,27,NA,4,1,6,3,1,3,1,5,1,1,2,2,1,2,2,2,2,5,1,1,2,0,3566,2,1,5,1,NA,NA,LEMONT,60439,6124,0.8585891574134552,0,0.0225342913128674,0.0948726322664925,0.04555845852384063,42795,Lemont,0,0,1,0,0,0,COMBINED SCHOOL DISTRICT C.C. NO. 113A,LEMONT TOWNSHIP HIGH SCHOOL  210,7.932,92984,FALSE,TRUE,TRUE
61,203,31,31141,194320,39780,NA,W,6630,68,NA,2,1,5,2,1,3,1,5,1,0,3,1,0,2,2,2,2,1,1,2,2,0,1029,2,1,1,NA,NA,NA,LA GRANGE PARK,60526,4852,0.7298021434460017,0.06492168178070899,0.02431986809563066,0.17642209398186315,0.00906842539159109,40793,La Grange Park,0,0,1,0,0,0,SCHOOL DISTRICT 95,RIVERSIDE BROOKFIELD HIGH SCHOOL 208,12.076,86331,FALSE,TRUE,TRUE
62,203,72,72070,83720,39830,NA,W,4687,93,NA,3,1,7,3,2,3,1,5,2,0,2,1,0,NA,NA,2,2,7,NA,NA,NA,0,1090,2,1,1,1,NA,NA,CHICAGO,60629,7111,0.03332864576009,0.02981296582759105,0,0.9368583884123188,0,14000,Chicago,0,0,1,0,0,0,CARSON,GAGE PARK HS,6.934,45046,FALSE,FALSE,TRUE
63,203,71,71171,155490,69070,NA,W,4764,109,NA,1,2,6,3,1,1,1,5,2,0,3,2,0,2,2,2,2,3,1,2,2,0,1076,2,1,1,NA,NA,NA,CHICAGO,60641,2714,0.29255711127487105,0.01658069270449521,0.0501105379513633,0.6378039793662491,0.00589535740604274,14000,Chicago,0,0,1,0,0,0,"GRAY, W",SCHURZ HS,6.894,62734,FALSE,TRUE,TRUE
64,202,36,36012,128500,42080,NA,T,5430,64,NA,2,1,5,2,1,3,1,5,2,0,3,1,0,NA,NA,2,2,1,1,2,2,0,864,2,1,1,NA,NA,NA,STICKNEY,60402,6732,0.39230540701128935,0.00490196078431372,0.02094474153297683,0.5439691027926322,0.07575757575757576,72676,Stickney,0,0,4,0,0,0,SCHOOL DISTRICT  103,BERWYN CICERO STICKNEY HIGH SCHOOL 201,14.685,59467,FALSE,TRUE,TRUE
65,211,72,72130,58300,23790,NA,W,3172,122,6,2,2,26,12,1,3,2,5,2,0,3,6,0,2,NA,2,2,7,NA,NA,NA,0,6447,2,2,3,NA,NA,NA,CHICAGO,60621,1546,0,0.9456662354463132,6.46830530401035e-4,0.0536869340232859,0,14000,Chicago,0,0,4,1,0,0,NICHOLSON TECH ACAD,ROBESON HS,6.89,21101,FALSE,FALSE,TRUE
66,203,20,20060,149860,25920,NA,W,4320,70,NA,3,1,5,3,2,3,1,5,1,0,3,2,0,2,2,2,2,7,NA,NA,NA,0,1368,2,1,2,NA,NA,NA,FRANKLIN PARK,60131,4327,0.46313843309452274,0.00161774901779523,0.05569678761266467,0.46568061012248674,0.02218627224404899,27702,Franklin Park,0,0,1,0,0,0,SCHOOL DISTRICT  84,COMMUNITY HIGH SCHOOL  212,11.763,62014,FALSE,FALSE,TRUE
67,211,72,72150,81620,30240,NA,O,3780,94,2,1,1,7,4,2,3,1,5,2,0,3,2,0,2,2,2,2,7,NA,NA,NA,0,2458,2,2,2,NA,NA,NA,CHICAGO,60629,5157,0.00523560209424083,0.8576691875121194,0.00174520069808027,0.12371533837502424,0.02326934264107039,14000,Chicago,0,0,1,0,0,0,MCKAY,GAGE PARK HS,6.934,31310,FALSE,FALSE,TRUE
68,205,17,17130,359240,63310,NA,W,6177,173,NA,1,1,7,4,2,3,1,5,2,0,3,2,0,2,2,2,2,3,1,1,2,0,2070,3,1,2,NA,NA,NA,EVANSTON,60201,3115,0.3550561797752809,0.3804173354735153,0.03723916532905297,0.19069020866773675,0.07319422150882825,24582,Evanston,0,0,6,-1,0,0,SCHOOL DISTRICT C C  65,EVANSTON TOWNSHIP HIGH SCHOOL  202,8.035,90625,FALSE,TRUE,TRUE
69,212,72,72071,102340,25000,NA,W,3125,97,4,2,2,7,4,3,3,2,5,2,0,1,3,1,2,2,2,2,2,2,2,2,0,2950,2,2,2,3,NA,NA,CHICAGO,60629,5622,0.01262895766631092,0.5499822127356813,1.7787264318747776e-4,0.4372109569548204,0,14000,Chicago,0,0,1,0,0,0,MORRILL,GAGE PARK HS,7.415,26498,FALSE,TRUE,TRUE
70,211,15,15071,173540,27750,NA,O,3000,112,2,1,1,10,5,4,3,2,5,2,0,1,2,1,2,2,2,2,3,1,2,2,0,1691,2,2,2,1,NA,NA,CICERO,60804,6655,0.06641622839969948,0.03080390683696468,9.015777610818932e-4,0.8949661908339595,0.01021788129226145,14351,Cicero,0,0,1,0,0,0,SCHOOL DISTRICT  99,BERWYN CICERO STICKNEY HIGH SCHOOL 201,16.981,41533,FALSE,TRUE,TRUE
71,204,37,37150,84050,54340,NA,W,11440,50,NA,2,1,7,4,3,3,1,5,2,0,2,2,1,NA,NA,2,2,3,2,1,2,0,1874,2,1,1,3,NA,NA,SOUTH HOLLAND,60473,2838,0.14799154334038056,0.8146582100070472,0,0.03171247357293869,0.01127554615926709,70850,South Holland,0,0,1,0,0,0,SCHOOL DISTRICT  150,THORNTON TOWNSHIP HIGH SCHOOL  205,18.723,63750,FALSE,TRUE,TRUE
72,205,16,16100,287370,54990,NA,T,8460,90,NA,3,1,7,4,1,3,2,5,2,1,2,1,1,NA,NA,2,2,1,2,2,2,0,1898,2,1,2,3,NA,NA,MOUNT PROSPECT,60056,4832,0.8950745033112583,0,0.00496688741721854,0.0933360927152318,0.01324503311258278,51089,Mount Prospect,0,0,1,0,0,1,SCHOOL DISTRICT  57,ARLINGTON HTS TWNSHP H S 214,9.405,102135,FALSE,TRUE,TRUE
73,211,77,77102,100250,36710,NA,O,3125,112,2,2,2,10,4,1,3,1,5,2,0,3,2,0,2,2,2,2,3,1,2,2,0,2360,2,2,2,NA,NA,NA,CHICAGO,60644,4653,0.01246507629486353,0.9525037610143992,0.01160541586073501,0.02342574683000214,0,14000,Chicago,0,0,3,1,0,1,LELAND,MANLEY HS,6.89,26230,FALSE,TRUE,TRUE
74,211,72,72212,143950,30000,NA,W,3750,93,3,2,2,18,9,1,3,2,5,2,3,3,3,0,2,NA,2,2,5,2,2,2,0,4872,2,2,3,NA,NA,NA,CHICAGO,60620,5514,0.00761697497279651,0.9762422923467536,0,0.01196953210010881,0.00417120058034095,14000,Chicago,0,0,1,0,0,0,BARTON,HYDE PARK HS,6.873317191283292,35274,FALSE,TRUE,TRUE
75,206,71,71082,270530,82500,AV,W,3750,98,NA,1,1,7,4,2,3,1,5,1,0,3,2,0,NA,NA,2,2,1,1,2,2,0,2073,2,1,1,NA,NA,NA,CHICAGO,60618,6191,0.4354708447746729,0.03311258278145695,0.10418349216604748,0.4136649975771281,0.02713616540138911,14000,Chicago,0,0,6,1,0,0,CLEVELAND,SCHURZ HS,6.901516611295682,79671,FALSE,TRUE,FALSE
76,203,35,35040,200340,42150,NA,W,8875,49,NA,1,1,7,4,4,3,1,5,1,1,3,1,1,2,NA,2,2,3,1,2,2,0,1709,2,1,1,NA,NA,NA,SCHAUMBURG,60193,7135,0.6505956552207428,0.02102312543798178,0.1925718290119131,0.11548703573931324,0.02032235459004905,68003,Schaumburg,0,0,7,1,0,0,SCHOOL DISTRICT C C 54,PALATINE TOWNSHIP HIGH SCHOOL  211,9.172189655172414,73136,FALSE,TRUE,TRUE
77,295,72,72282,54060,11160,NA,W,1489,49,NA,3,1,4,2,2,3,1,5,1,0,3,1,2,NA,NA,2,2,7,NA,NA,NA,0,1006,2,1,2,NA,NA,NA,CHICAGO,60620,3550,0.02591549295774647,0.9633802816901408,8.450704225352113e-4,0.00169014084507042,0.01633802816901408,14000,Chicago,0,0,6,1,1,0,KIPLING,HARLAN HS,6.908,52046,FALSE,FALSE,TRUE
78,203,70,70080,76280,28350,NA,W,3150,92,NA,2,1,5,3,1,3,2,5,2,0,3,1,0,NA,NA,2,2,3,1,2,2,0,1118,2,1,1,NA,NA,1,CHICAGO,60617,3781,0.0042316847394869,0.9664110023803226,0,0,0.05871462576038085,14000,Chicago,0,0,1,0,0,0,CALDWELL,CHICAGO VOCATIONAL HS,6.88386464826358,44333,FALSE,TRUE,TRUE
79,205,21,21032,447040,55800,NA,T,6200,137,NA,1,1,7,3,1,3,1,5,1,0,2,1,1,2,2,2,2,3,1,2,2,0,2056,2,1,2,3,NA,NA,LA GRANGE,60525,3751,0.9480138629698748,0.01146360970407891,0.0021327645961077,0.02985870434550786,0.01706211676886163,40767,La Grange,0,0,1,0,0,0,SCHOOL DISTRICT  102,LYONS TOWNSHIP HIGH SCHOOL  204,9.461,150273,FALSE,TRUE,TRUE
80,205,17,17200,437880,89900,NA,O,5800,94,NA,2,1,7,4,1,3,2,5,2,0,3,1,1,2,2,1,2,7,NA,NA,NA,0,1650,2,1,2,NA,NA,NA,EVANSTON,60201,4153,0.8458945340717554,0.0433421622923188,0.05538165181796292,0.01685528533590176,0.06862509029617145,24582,Evanston,0,0,1,0,0,0,SCHOOL DISTRICT C C  65,EVANSTON TOWNSHIP HIGH SCHOOL  202,8.035,138966,FALSE,FALSE,TRUE
81,203,71,71430,210500,63000,NA,W,5040,63,NA,2,1,6,3,1,3,1,5,2,0,2,1,1,NA,NA,2,2,2,2,1,2,0,1318,2,1,1,3,NA,NA,CHICAGO,60656,4700,0.7976595744680851,8.51063829787234e-4,0.03723404255319149,0.15361702127659574,0.02127659574468085,14000,Chicago,0,0,5,1,0,0,GARVY,TAFT HS,6.894,81458,FALSE,TRUE,TRUE
82,203,21,21091,138810,19370,NA,W,3100,53,NA,2,1,5,2,1,1,1,5,2,0,3,1,1,NA,NA,2,2,3,1,2,2,0,1045,2,1,1,NA,NA,NA,SUMMIT,60501,5715,0.09098862642169728,0.1111111111111111,0.01557305336832896,0.7779527559055118,0.00874890638670166,73638,Summit,0,0,1,0,0,0,SCHOOL DISTRICT  104,COMMUNITY HIGH SCHOOL  217,15.766,41144,FALSE,TRUE,TRUE
83,203,71,71150,191740,51970,NA,T,4158,93,NA,2,5,6,3,1,3,2,5,2,0,1,1,0,NA,NA,2,2,3,1,2,2,0,1391,2,1,1,3,NA,1,CHICAGO,60634,3841,0.4983077323613642,0.02212965373600624,0.06430617026815934,0.4087477219474095,0.01301744337412132,14000,Chicago,0,0,1,0,0,0,REINBERG,SCHURZ HS,6.894,63111,FALSE,TRUE,TRUE
84,203,39,39132,99240,33950,NA,W,6790,51,NA,3,1,5,3,4,3,1,5,1,0,1,1,0,2,2,2,2,4,1,2,2,0,1166,2,1,1,3,NA,NA,ALSIP,60803,5040,0.2625,0.18313492063492065,0.00357142857142857,0.49166666666666664,0.11825396825396824,01010,Alsip,0,0,6,0,0,0,SCHOOL DISTRICT 130,COMMUNITY HIGH SCHOOL  218,14.29,47371,FALSE,TRUE,TRUE
85,278,11,11070,286920,52820,NA,W,4914,19,NA,3,1,7,3,3,3,1,5,1,0,3,2,1,2,1,2,2,3,1,2,2,0,2007,2,1,2,NA,NA,NA,BERWYN,60402,8292,0.2575976845151954,0.01193921852387843,0.00410033767486734,0.7130969609261939,0.02653159671972986,05573,Berwyn,0,0,1,0,0,0,SCHOOL DISTRICT  100,BERWYN CICERO STICKNEY HIGH SCHOOL 201,15.456,62167,FALSE,TRUE,TRUE
86,205,73,73081,415820,151200,NA,W,2700,117,NA,1,1,9,4,1,1,1,5,1,0,2,2,1,2,2,2,2,3,1,2,2,0,1643,2,1,2,1,NA,NA,CHICAGO,60613,3214,0.7943372744243933,0.01586807716241443,0.06938394523957685,0.09769757311761046,0.04542626011200996,14000,Chicago,0,0,1,0,0,0,HAMILTON,LAKE VIEW HS,6.89,117415,FALSE,TRUE,TRUE
87,211,77,77052,481400,140250,NA,W,4125,102,2,2,2,14,7,1,3,2,5,2,0,3,2,0,2,2,2,2,3,2,2,2,0,3010,2,2,2,NA,NA,NA,CHICAGO,60622,2679,0.9029488615154908,0.017170586039567,0.01567749160134378,0.0429264650989175,0.0425531914893617,14000,Chicago,0,0,1,0,0,0,COLUMBUS,CLEMENTE HS,6.89,85000,FALSE,TRUE,TRUE
88,204,72,72350,191600,42840,NA,T,4284,65,NA,3,1,8,4,1,1,1,5,2,0,1,2,0,2,NA,2,2,3,1,2,2,0,1892,2,1,5,1,NA,NA,CHICAGO,60638,3726,0.404723564143854,0.01127214170692431,0.00187869028448738,0.5794417606011809,0.0026838432635534,14000,Chicago,0,0,1,0,0,0,TWAIN,KENNEDY HS,6.934,56452,FALSE,TRUE,TRUE
89,234,13,13070,122050,28320,NA,W,7553,55,NA,3,1,7,3,3,1,1,5,2,0,2,1,1,NA,NA,2,2,3,1,2,2,0,1106,2,1,4,3,NA,NA,MIDLOTHIAN,60445,5565,0.5635220125786163,0.12057502246181492,0.00754716981132075,0.2783468104222821,0.06001796945193172,48892,Midlothian,0,0,4,1,0,0,SCHOOL DISTRICT  143,COMMUNITY HIGH SCHOOL  228,14.895,52978,FALSE,TRUE,TRUE
90,203,39,39080,162870,42600,NA,W,7100,64,NA,2,1,5,3,1,3,1,5,2,0,3,1,0,NA,NA,2,2,3,1,2,2,0,1110,2,1,1,NA,NA,NA,OAK LAWN,60453,3370,0.7326409495548961,0.05875370919881306,0.00801186943620178,0.19525222551928784,0.01068249258160237,54820,Oak Lawn,0,0,1,0,0,0,SCHOOL DISTRICT  125,COMMUNITY HIGH SCHOOL  218,12.541,64646,FALSE,TRUE,TRUE
91,278,22,22110,362250,71630,NA,W,7744,56,NA,3,1,8,4,3,3,1,5,1,1,3,2,1,2,1,2,2,3,3,1,1,0,2284,2,1,2,NA,NA,NA,PARK RIDGE,60068,6096,0.8006889763779528,0.00688976377952755,0.12073490813648294,0.05561023622047244,0.03215223097112861,57875,Park Ridge,0,0,3,1,0,0,SCHOOL DISTRICT C C  64,MAINE TOWNSHIP HIGH SCHOOL  207,8.938,103417,FALSE,TRUE,TRUE
92,204,75,75021,260110,65870,NA,W,3875,91,NA,2,5,8,4,1,3,2,5,2,0,1,2,0,2,NA,2,2,3,2,2,2,0,2380,2,1,5,1,NA,1,CHICAGO,60645,6131,0.574294568585875,0.09297015168814222,0.2174196705268309,0.05676072418854999,0.08155276463872126,14000,Chicago,0,0,3,1,0,0,BOONE,MATHER HS,6.857803738317757,41308,FALSE,TRUE,TRUE
93,234,72,72380,153570,42080,NA,T,4208,58,NA,1,1,4,2,3,1,1,5,2,0,3,1,0,2,NA,2,2,3,1,2,2,0,984,2,1,4,NA,NA,NA,CHICAGO,60638,3970,0.4745591939546599,0.0070528967254408,0.0216624685138539,0.4939546599496222,0.00554156171284634,14000,Chicago,0,0,1,0,0,0,DORE,KENNEDY HS,6.934,83574,FALSE,TRUE,TRUE
94,278,16,16010,312440,56870,GD,W,8750,43,NA,3,1,9,5,1,3,1,5,1,1,3,2,1,2,2,2,2,3,1,1,2,0,2924,2,1,2,NA,NA,NA,ARLINGTON HEIGHTS,60005,3000,0.8076666666666666,0.02066666666666666,0.12933333333333333,0.03266666666666666,0.01933333333333333,02154,Arlington Heights,0,0,1,0,0,0,SCHOOL DISTRICT C C  59,ARLINGTON HTS TWNSHP H S 214,8.529,71979,FALSE,TRUE,TRUE
95,205,71,71440,256410,71430,NA,W,5715,80,NA,2,1,6,4,1,1,1,5,2,1,3,1,1,NA,NA,2,2,3,1,2,2,0,1426,2,1,2,NA,NA,NA,CHICAGO,60656,5696,0.8218047752808989,0.00280898876404494,0.02528089887640449,0.10445926966292136,0.08321629213483146,14000,Chicago,1,0,1,0,0,0,ORIOLE PARK,TAFT HS,6.884772382397572,75759,FALSE,TRUE,TRUE
96,205,73,73070,560440,161200,NA,W,3100,122,NA,1,1,6,3,1,3,1,5,2,0,1,1,1,2,2,2,2,3,1,2,2,0,1890,2,1,2,1,NA,1,CHICAGO,60618,1718,0.619324796274738,0.0209545983701979,0.05762514551804423,0.26949941792782306,0.06286379511059371,14000,Chicago,0,0,4,1,0,1,AUDUBON,LAKE VIEW HS,6.89,109130,FALSE,TRUE,TRUE
97,234,35,35011,223150,43750,NA,W,8750,51,NA,1,1,8,4,3,1,1,5,1,1,3,2,1,2,NA,2,2,3,1,1,2,0,1797,2,1,4,NA,NA,NA,HOFFMAN ESTATES,60169,3227,0.6780291292221878,0,0.15990083669042454,0.12240471025720484,0.07499225286643942,35411,Hoffman Estates,0,0,1,0,0,0,SCHOOL DISTRICT C C 54,PALATINE TOWNSHIP HIGH SCHOOL  211,10.04,76959,FALSE,TRUE,TRUE
98,234,30,30054,135910,75920,NA,W,11248,49,NA,3,1,8,4,3,1,1,5,1,1,3,1,2,NA,NA,2,2,3,1,1,2,0,1133,2,1,4,NA,NA,NA,PALOS HEIGHTS,60463,4709,0.8549585899341686,0.03355277128902102,0,0.09386281588447654,0.03397748991293268,57381,Palos Heights,0,0,7,1,0,0,SCHOOL DISTRICT C C  118,CONSOLIDATED HIGH SCHOOL  230,10.101,83828,FALSE,TRUE,TRUE
99,278,32,32200,143850,46400,NA,W,12375,59,NA,3,1,8,3,3,1,1,5,1,0,2,2,1,NA,NA,2,2,3,1,1,2,0,2171,2,1,2,3,NA,NA,OLYMPIA FIELDS,60461,4171,0.2196116039319108,0.7379525293694558,0.0256533205466315,0,0.03092783505154639,55938,Olympia Fields,0,0,1,0,0,0,SCHOOL DISTRICT 162,RICH TOWNSHIP HIGH SCHOOL  227,17.971,97237,FALSE,TRUE,TRUE
100,295,25,25160,349340,16460,NA,W,1372,2,NA,1,1,6,3,3,3,1,5,1,0,3,2,1,2,1,2,2,3,3,1,2,0,1592,2,1,2,NA,NA,NA,NA,NA,5386,0.7510211659858893,0.01076865948756034,0.14983290011139994,0.05087263275157817,0.06851095432603045,29938,Glenview,0,0,1,0,0,0,SCHOOL DISTRICT C C 34,NORTHFIELD TOWNSHIP HIGH SCHOOL  225,7.153,112969,FALSE,TRUE,TRUE
101,278,18,18012,235350,59730,NA,W,7964,26,NA,1,1,9,4,1,3,1,5,1,1,3,2,1,2,1,2,2,4,1,1,2,0,2408,2,1,2,NA,NA,NA,BARTLETT,60103,12447,0.544629227926408,0.02024584237165582,0.26351731340885354,0.1408371495139391,0.04997188077448381,04013,Bartlett,0,0,1,0,0,0,SCHOOL DISTRICT 46,SCHOOL DISTRICT 46,11.448,97684,FALSE,TRUE,TRUE
102,278,25,25220,582450,235760,NA,W,20065,25,NA,3,1,9,4,3,3,1,5,1,1,3,3,1,2,NA,2,2,5,2,1,2,0,3391,2,1,2,NA,NA,NA,NORTHBROOK,60062,4687,0.8344356731384681,0.0061873266481758,0.11179859184979732,0.03050992105824621,0.03072327714956262,53481,Northbrook,0,0,1,0,0,0,SCHOOL DISTRICT 28,NORTHFIELD TOWNSHIP HIGH SCHOOL  225,7.418,109821,FALSE,TRUE,TRUE
103,203,73,73032,293290,127200,NA,W,2650,122,NA,1,1,8,4,1,3,2,5,2,0,1,2,0,2,2,2,2,3,1,2,2,0,1338,2,1,5,1,NA,1,CHICAGO,60640,4089,0.6669112252384446,0.04646612863780875,0.06725360723893373,0.18170701883101004,0.07165566153093667,14000,Chicago,0,0,1,0,0,0,MCPHERSON,AMUNDSEN HS,6.89,81291,FALSE,TRUE,TRUE
104,207,35,35090,205900,55180,AV,W,7358,47,NA,1,1,5,3,3,3,1,5,2,0,3,1,1,2,NA,2,2,3,1,1,1,0,1569,2,1,2,NA,NA,NA,ELK GROVE VILLAGE,60007,6919,0.7236594883653708,0.02630437924555571,0.15088885677120972,0.05969070674953028,0.07688972394854748,23256,Elk Grove Village,0,0,1,0,0,0,SCHOOL DISTRICT C C 54,PALATINE TOWNSHIP HIGH SCHOOL  211,9.575,97969,FALSE,TRUE,TRUE
105,211,77,77091,134980,51400,NA,W,4375,106,6,2,2,30,12,1,3,2,5,2,0,3,6,0,2,NA,2,2,7,NA,NA,NA,0,6480,2,2,3,NA,NA,NA,CHICAGO,60623,4311,0.01020644861980978,0.947344003711436,0,0.04244954766875435,0,14000,Chicago,0,0,1,0,0,0,HERZL,FARRAGUT HS,6.913,25405,FALSE,FALSE,TRUE
106,234,26,26010,248130,58970,NA,W,5128,56,NA,2,1,7,3,3,1,1,5,1,1,3,1,1,NA,NA,2,2,3,2,2,2,0,1369,2,1,4,NA,NA,NA,NORRIDGE,60706,5047,0.8450564691896176,0.00693481276005547,0.04616603923122647,0.09153952843273232,0.01842678819100456,53377,Norridge,1,0,1,0,0,0,SCHOOL DISTRICT  80,COMMUNITY HIGH SCHOOL  234,7.539,73429,FALSE,TRUE,TRUE
107,211,76,76050,19040,78330,NA,W,2448,142,2,3,1,10,4,1,3,2,5,2,0,3,2,0,NA,NA,2,2,7,NA,NA,NA,0,1920,2,2,2,NA,NA,1,CHICAGO,60608,2488,0.2142282958199357,0.01929260450160772,0.5840032154340836,0.16358520900321544,0.022508038585209,14000,Chicago,0,0,1,0,0,0,HOLDEN,TILDEN HS,6.89,57308,FALSE,FALSE,TRUE
108,295,32,32041,31460,16110,NA,O,1953,50,NA,3,1,5,3,1,3,1,5,1,0,3,1,1,2,NA,2,2,7,NA,NA,NA,0,1289,2,1,2,NA,NA,NA,COUNTRY CLUB HILLS,60478,9088,0.2496698943661972,0.597931338028169,0.01155369718309859,0.12026848591549295,0.03510123239436619,16691,Country Club Hills,0,0,1,0,0,0,SCHOOL DISTRICT 160,RICH TOWNSHIP HIGH SCHOOL  227,27.219,77098,FALSE,FALSE,TRUE
109,203,38,38022,138920,33000,NA,W,6600,64,NA,2,1,5,3,3,3,1,5,2,0,3,1,0,NA,NA,2,2,2,1,2,2,0,1196,2,1,1,NA,NA,NA,WHEELING,60090,6815,0.46206896551724136,0.01511371973587674,0.08950843727072634,0.4164343360234776,0.03169479090242113,81087,Wheeling,0,1,6,-1,0,0,SCH DIST 21 WHEELING COMM CONSOLIDATED,ARLINGTON HTS TWNSHP H S 214,11.237,85388,FALSE,TRUE,TRUE
110,234,22,22085,169590,71280,NA,W,7920,64,NA,3,1,6,3,3,1,1,5,2,0,3,1,1,NA,NA,2,2,3,3,1,2,0,1212,2,1,4,NA,NA,NA,GLENVIEW,60025,4378,0.7800365463682046,0.00753768844221105,0.11717679305619004,0.07035175879396985,0.04636820465966194,29938,Glenview,0,0,1,0,0,0,SCHOOL DISTRICT C C 34,NORTHFIELD TOWNSHIP HIGH SCHOOL  225,7.164,83894,FALSE,TRUE,TRUE
111,234,39,39040,150250,37430,GD,T,6807,46,NA,2,1,5,3,3,1,1,5,2,1,3,2,0,NA,NA,2,2,3,2,1,2,0,1423,2,1,4,NA,NA,NA,OAK LAWN,60453,6372,0.75,0.03782172002510985,0.01365348399246704,0.1911487758945386,0.00737602008788449,54820,Oak Lawn,0,0,1,0,0,0,SCHOOL DISTRICT  122,COMMUNITY HIGH SCHOOL  229,11.134,41902,FALSE,TRUE,TRUE
112,203,39,39110,124650,52230,NA,W,9950,72,NA,2,1,5,3,2,3,1,5,1,1,2,1,0,NA,NA,2,2,3,1,1,2,0,1300,2,1,1,3,NA,NA,OAK LAWN,60453,4606,0.7477203647416414,0.01519756838905775,0.0145462440295267,0.21385149804602693,0.01736864958749457,54820,Oak Lawn,0,0,1,0,0,0,SCHOOL DISTRICT  123,COMMUNITY HIGH SCHOOL  218,13.148,77500,FALSE,TRUE,TRUE
113,295,35,35170,317590,16630,NA,W,2893,13,NA,2,1,7,4,2,3,1,5,1,1,3,2,1,2,2,2,2,3,2,1,1,0,2494,2,1,2,NA,NA,NA,HOFFMAN ESTATES,60195,3227,0.6780291292221878,0,0.15990083669042454,0.12240471025720484,0.07499225286643942,68003,Schaumburg,0,0,1,0,0,1,SCHOOL DISTRICT C C 54,PALATINE TOWNSHIP HIGH SCHOOL  211,9.172189655172414,76959,FALSE,TRUE,TRUE
114,234,37,37021,94520,21930,AV,W,5850,48,NA,3,1,5,3,3,1,1,5,1,0,3,1,0,NA,NA,2,2,7,NA,NA,NA,0,1058,2,1,4,NA,NA,NA,DOLTON,60419,5062,0.03694192018964836,0.8792967206637693,0.01027261951797708,0.03259581193204267,0.08178585539312525,20292,Dolton,0,0,1,0,0,0,SCHOOL DISTRICT  148,THORNTON TOWNSHIP HIGH SCHOOL  205,30.059,53221,FALSE,FALSE,TRUE
115,278,70,70020,639840,173440,NA,W,4336,35,NA,4,6,9,6,3,1,1,5,1,1,3,3,0,2,2,2,2,1,4,1,2,0,3693,2,1,3,NA,NA,NA,CHICAGO,60637,1551,0.6163765312701482,0.0980012894906512,0.18504190844616375,0.04706640876853642,0.10573823339780788,14000,Chicago,0,0,4,1,0,0,RAY,KENWOOD HS,6.88386464826358,84605,FALSE,TRUE,TRUE
116,234,22,22111,197970,65730,NA,W,7733,61,NA,2,1,6,3,3,1,1,5,1,1,3,2,0,2,2,2,2,1,2,1,2,0,1293,2,1,4,NA,NA,NA,PARK RIDGE,60068,3946,0.8091738469336036,0.00430816016218955,0.0476431829700963,0.0957932083122149,0.05575266092245311,57875,Park Ridge,0,0,1,0,0,0,SCHOOL DISTRICT C C  64,MAINE TOWNSHIP HIGH SCHOOL  207,8.938,92500,FALSE,TRUE,TRUE
117,207,18,18012,181410,55440,NA,T,7392,26,NA,1,1,7,3,1,1,1,5,1,1,3,2,1,2,2,2,2,3,1,1,2,0,1638,2,1,2,NA,NA,NA,BARTLETT,60103,12447,0.544629227926408,0.02024584237165582,0.26351731340885354,0.1408371495139391,0.04997188077448381,04013,Bartlett,0,0,1,0,0,0,SCHOOL DISTRICT 46,SCHOOL DISTRICT 46,11.448,97684,FALSE,TRUE,TRUE
118,278,30,30053,227680,60120,NA,W,10021,34,NA,3,1,8,4,3,3,1,5,1,1,3,2,1,2,NA,2,2,3,2,1,1,0,2541,2,1,2,NA,NA,NA,PALOS HILLS,60465,6149,0.7246706781590503,0.1133517645145552,0.02049113677020653,0.11270125223613596,0.05578142787445113,57394,Palos Hills,0,0,1,0,0,0,SCHOOL DISTRICT  117,CONSOLIDATED HIGH SCHOOL  230,11.823,56938,FALSE,TRUE,TRUE
